"geocoding"
"548 LEONARD STREET , New York NY"
"894 FOUNTAIN AVENUE , New York NY"
"2075 ROCKAWAY PARKWAY , New York NY"
"973 FLATBUSH AVENUE , New York NY"
"20 VAN BUREN STREET , New York NY"
"24 VAN BUREN STREET , New York NY"
"1212 OCEAN AVENUE , New York NY"
"2527 CHURCH AVENUE , New York NY"
"1001 FULTON STREET , New York NY"
"163 SACKMAN STREET , New York NY"
"43 NEWELL STREET , New York NY"
"1443 PITKIN AVENUE , New York NY"
"2779 ATLANTIC AVENUE , New York NY"
"2019 UNION STREET , New York NY"
"70 REMSEN STREET , New York NY"
"149 GREEN STREET , New York NY"
"437 88 STREET , New York NY"
"10 COFFEY STREET , New York NY"
"2823 SNYDER AVENUE , New York NY"
"265 PENNSYLVANIA AVENUE , New York NY"
"2825 SNYDER AVENUE , New York NY"
"3514 SURF AVENUE , New York NY"
"315 JAY STREET , New York NY"
"785 HART STREET , New York NY"
"232 EAST 18 STREET , New York NY"
"291 LIVINGSTON STREET , New York NY"
"76A COOPER STREET , New York NY"
"218 BEDFORD AVENUE , New York NY"
"199 MONTROSE AVENUE , New York NY"
"171 CONCORD STREET , New York NY"
"773 HART STREET , New York NY"
"50 TOMPKINS AVENUE , New York NY"
"1382 DAHILL ROAD , New York NY"
"911 ERSKINE STREET , New York NY"
"19 HAUSMAN STREET , New York NY"
"824 EAST NEW YORK AVENUE , New York NY"
"1900 BATH AVENUE , New York NY"
"236 COURT STREET , New York NY"
"167 SANDS STREET , New York NY"
"322 3 AVENUE , New York NY"
"2226 OCEAN AVENUE , New York NY"
"270 EAST 95 STREET , New York NY"
"278 84 STREET , New York NY"
"1831 PARK PLACE , New York NY"
"494 GATES AVENUE , New York NY"
"1350 42 STREET , New York NY"
"44 MONTGOMERY PLACE , New York NY"
"70 STATE STREET , New York NY"
"367 CARLTON AVENUE , New York NY"
"601 BALTIC STREET , New York NY"
"2015 SHORE PARKWAY , New York NY"
"659 OCEAN AVENUE , New York NY"
"2740 CROPSEY AVENUE , New York NY"
"502 MONTGOMERY STREET , New York NY"
"234 ST NICHOLAS AVENUE , New York NY"
"109 NORTH 6 STREET , New York NY"
"1528 PITKINS AVENUE , New York NY"
"99 PLYMOUTH STREET , New York NY"
"203 37 STREET , New York NY"
"252 GREEN STREET , New York NY"
"624 LIVONIA AVENUE , New York NY"
"666 GREENE AVENUE , New York NY"
"532 NEPTUNE AVENUE , New York NY"
"1009 HANCOCK STREET , New York NY"
"1601 BROOKLYN AVENUE , New York NY"
"26 GOODWIN PLACE , New York NY"
"276 KENT AVENUE , New York NY"
"145 PROSPECT PARK WEST , New York NY"
"396 GRANT AVENUE , New York NY"
"42 SHARON STREET , New York NY"
"371 ATLANTIC AVENUE , New York NY"
"565 FULTON STREET , New York NY"
"569 FULTON STREET , New York NY"
"435 FOUNTAIN AVENUE , New York NY"
"475 FOUNTAIN AVENUE , New York NY"
"700 EUCLID AVENUE , New York NY"
"740 EUCLID AVENUE , New York NY"
"2545 LINDEN BOULEVARD , New York NY"
"2525 LINDEN BOULEVARD , New York NY"
"525 FOUNTAIN AVENUE , New York NY"
"782 FRANKLIN AVENUE , New York NY"
"154 NELSON STREET , New York NY"
"22 1/2 PATCHEN AVENUE , New York NY"
"19 PATCHEN AVENUE , New York NY"
"171 TOMPKINS AVENUE , New York NY"
"887 LEXINGTON AVENUE , New York NY"
"139 NOLL STREET , New York NY"
"138 JORALEMON STREET , New York NY"
"28 REMSEN STREET , New York NY"
"389 7 AVENUE , New York NY"
"637 PARK PLACE , New York NY"
"466 STATE STREET , New York NY"
"1 CLINTON STREET , New York NY"
"275 WEBSTER AVENUE , New York NY"
"547 FULTON STREET , New York NY"
"364 HENRY STREET , New York NY"
"2813 TILDEN AVENUE , New York NY"
"551 FULTON STREET , New York NY"
"553 FULTON STREET , New York NY"
"8708 18 AVENUE , New York NY"
"555 FULTON STREET , New York NY"
"557 FULTON STREET , New York NY"
"1635 EAST 14 STREET , New York NY"
"18 CONSELYEA STREET , New York NY"
"1902 AVENUE T , New York NY"
"216 SPENCER STREET , New York NY"
"58 GREENPOINT AVENUE , New York NY"
"242 PARKSIDE AVENUE , New York NY"
"559 FULTON STREET , New York NY"
"563 FULTON STREET , New York NY"
"571 FULTON STREET , New York NY"
"581 FULTON STREET , New York NY"
"585 FULTON STREET , New York NY"
"2268 CHURCH AVENUE , New York NY"
"589 FULTON STREET , New York NY"
"157 SMITH STREET , New York NY"
"28 SPENCER PLACE , New York NY"
"804 CLASSON AVENUE , New York NY"
"115 2 PLACE , New York NY"
"1610 NEW YORK AVENUE , New York NY"
"282 ELDERT STREET , New York NY"
"230 OCEAN PARKWAY , New York NY"
"854 RALPH AVENUE , New York NY"
"7 WHIPPLE STREET , New York NY"
"5123 14 AVENUE , New York NY"
"1618 FULTON STREET , New York NY"
"1614 FULTON STREET , New York NY"
"1620 FULTON STREET , New York NY"
"1 GREENE AVENUE , New York NY"
"153 GREEN STREET , New York NY"
"211 WARREN STREET , New York NY"
"1420 CORTELYOU ROAD , New York NY"
"1089 DEKALB AVENUE , New York NY"
"755 42 STREET , New York NY"
"122 4 AVENUE , New York NY"
"801 DRIGGS AVENUE , New York NY"
"3084 FULTON STREET , New York NY"
"1 BROOKDALE PLAZA , New York NY"
"178 RUTLEDGE STREET , New York NY"
"143 GREEN STREET , New York NY"
"754 50 STREET , New York NY"
"10 MONTIETH STREET , New York NY"
"260 KNICKERBOCKER AVENUE , New York NY"
"414 FLUSHING AVENUE , New York NY"
"224 NORTH 6 STREET , New York NY"
"1215 FLATBUSH AVENUE , New York NY"
"160 7 AVENUE , New York NY"
"1493 SHORE PARKWAY , New York NY"
"1612 NEW YORK AVENUE , New York NY"
"682 MADISON STREET , New York NY"
"160 DIKEMAN STREET , New York NY"
"2940 OCEAN PARKWAY , New York NY"
"411 GRAHAM AVENUE , New York NY"
"3000 OCEAN PARKWAY , New York NY"
"492 HENRY STREET , New York NY"
"2916 SHELL ROAD , New York NY"
"195 TROUTMAN STREET , New York NY"
"28A CEDAR STREET , New York NY"
"435 WILSON AVENUE , New York NY"
"554 COURT STREET , New York NY"
"555 MAPLE STREET , New York NY"
"223 COURT STREET , New York NY"
"471 STATE STREET , New York NY"
"219 CENTRAL AVENUE , New York NY"
"998 UNION STREET , New York NY"
"850 SAINT MARKS AVENUE , New York NY"
"107 NORTH 9 STREET , New York NY"
"109 NORTH 9 STREET , New York NY"
"111 NORTH 9 STREET , New York NY"
"420 TROY AVENUE , New York NY"
"265 LIVONIA AVENUE , New York NY"
"2946 WEST 23 STREET , New York NY"
"7802 BAY PARKWAY , New York NY"
"93 ST EDWARDS STREET , New York NY"
"41 BLUE SLIP , New York NY"
"60 REMSEN STREET , New York NY"
"867 53 STREET , New York NY"
"1269 38 STREET , New York NY"
"175 PEARL STREET , New York NY"
"802 FLUSHING AVENUE , New York NY"
"342 MELROSE STREET , New York NY"
"340 MELROSE STREET , New York NY"
"29 TIFFANY PLACE , New York NY"
"7410 RIDGE BOULEVARD , New York NY"
"2069 UNION STREET , New York NY"
"473 77 STREET , New York NY"
"331 44 STREET , New York NY"
"245 RALPH AVENUE , New York NY"
"2901 AVENUE D , New York NY"
"217 COURT STREET , New York NY"
"3101 AVENUE I , New York NY"
"755 PARK AVENUE , New York NY"
"2906 SHELL ROAD , New York NY"
"3040 WEST 24 STREET , New York NY"
"3021 WEST 25 STREET , New York NY"
"2410 SURF AVENUE , New York NY"
"11629 SEAVIEW AVENUE , New York NY"
"253 EMPIRE BOULEVARD , New York NY"
"143 NOLL STREET , New York NY"
"314 TROUTMAN STREET , New York NY"
"300 RODNEY STREET , New York NY"
"4202 13 AVENUE , New York NY"
"141 METROPOLITAN AVENUE , New York NY"
"1031 MONTGOMERY STREET , New York NY"
"396 SOUTH 5 STREET , New York NY"
"61 TROUTMAN STREET , New York NY"
"325 GATES AVENUE , New York NY"
"21 NORTH HENRY STREET , New York NY"
"148 COLUMBIA HEIGHTS , New York NY"
"211 NORTH 10 STREET , New York NY"
"215 NORTH 10 STREET , New York NY"
"681 FLUSHING AVENUE , New York NY"
"64 DEGRAW STREET , New York NY"
"1096 BROADWAY , New York NY"
"191 WITHERS STREET , New York NY"
"2308 86 STREET , New York NY"
"554 COZINE AVENUE , New York NY"
"578 COZINE AVENUE , New York NY"
"1048 MANHATTAN AVENUE , New York NY"
"18 BERGEN STREET , New York NY"
"21 BAY 14 STREET , New York NY"
"268 NORMAN AVENUE , New York NY"
"82 VANDERBILT AVENUE , New York NY"
"42 7 AVENUE , New York NY"
"2004 NOSTRAND AVENUE , New York NY"
"519 MAPLE STREET , New York NY"
"230 VANBRUNT STREET , New York NY"
"1575 46 STREET , New York NY"
"4510 16 AVENUE , New York NY"
"903 59 STREET , New York NY"
"865 59 STREET , New York NY"
"803 QUINCY STREET , New York NY"
"82 AINSLIE STREET , New York NY"
"4103 16 AVENUE , New York NY"
"838 QUINCY STREET , New York NY"
"969 57 STREET , New York NY"
"275 LIVONIA AVENUE , New York NY"
"208 19 STREET , New York NY"
"2065 ROCKAWAY PARKWAY , New York NY"
"2105 ROCKAWAY PARKWAY , New York NY"
"2085 ROCKAWAY PARKWAY , New York NY"
"33 BARTLETT STREET , New York NY"
"5975 SHORE PARKWAY , New York NY"
"1686 PITKIN AVENUE , New York NY"
"1630 EAST 102 STREET , New York NY"
"1169 OCEAN AVENUE , New York NY"
"5935 SHORE PARKWAY , New York NY"
"194 COLUMBIA HEIGHTS , New York NY"
"248 ROEBLING STREET , New York NY"
"1325 53 STREET , New York NY"
"1141 MANHATTAN AVENUE , New York NY"
"121 MORGAN AVENUE , New York NY"
"2410 KINGS HIGHWAY , New York NY"
"88 LEXINGTON AVENUE , New York NY"
"396 FLATBUSH AVENUE EXTENSION , New York NY"
"579 FULTON STREET , New York NY"
"1609 VOORHIES AVENUE , New York NY"
"46 HICKS STREET , New York NY"
"575 FULTON STREET , New York NY"
"1169 FULTON STREET , New York NY"
"573 FULTON STREET , New York NY"
"1330 HALSEY STREET , New York NY"
"645 BEDFORD AVENUE , New York NY"
"525 ST MARKS AVENUE , New York NY"
"412 EVERGREEN AVENUE , New York NY"
"413 DEGRAW STREET , New York NY"
"702 FULTON STREET , New York NY"
"231 NORMAN AVENUE , New York NY"
"778 DRIGGS AVENUE , New York NY"
"363 16 STREET , New York NY"
"589 NEW YORK AVENUE , New York NY"
"41 JEFFERSON STREET , New York NY"
"15 CRANBERRY STREET , New York NY"
"765 55 STREET , New York NY"
"100 SCHOLES STREET , New York NY"
"1150 BRIGHTON BEACH AVENUE , New York NY"
"194 SOUTH 2 STREET , New York NY"
"8500 18 AVENUE , New York NY"
"1590 PACIFIC STREET , New York NY"
"279 MALCOLM X BOULEVARD , New York NY"
"31 BLEECKER STREET , New York NY"
"229 9 STREET , New York NY"
"6901 NARROWS AVENUE , New York NY"
"3422 AVENUE N , New York NY"
"8 REMSEN STREET , New York NY"
"1260 SUTTER AVENUE , New York NY"
"1220 SUTTER AVENUE , New York NY"
"75 HERKIMER STREET , New York NY"
"57 SOUTH 1 STREET , New York NY"
"409 14 STREET , New York NY"
"422 FULTON STREET , New York NY"
"305 FOUNTAIN AVENUE , New York NY"
"107 NORTH 1 STREET , New York NY"
"1814 BROOKLYN AVENUE , New York NY"
"1240 SUTTER AVENUE , New York NY"
"189 SOUTH 2 STREET , New York NY"
"272 MOFFAT STREET , New York NY"
"459 QUINCY STREET , New York NY"
"2721 NOSTRAND AVENUE , New York NY"
"738 GRAND STREET , New York NY"
"376 FLUSHING AVENUE , New York NY"
"542 53 STREET , New York NY"
"826 49 STREET , New York NY"
"382 ATLANTIC AVENUE , New York NY"
"2515 GLENWOOD ROAD , New York NY"
"512 84 STREET , New York NY"
"5101 8 AVENUE , New York NY"
"315 JAY STREET , New York NY"
"277 CUMBERLAND STREET , New York NY"
"303 HENRY STREET , New York NY"
"99 WALWORTH STREET , New York NY"
"1862 EAST 14 STREET , New York NY"
"148 HENRY STREET , New York NY"
"893 MANHATTAN AVENUE , New York NY"
"1266 44 STREET , New York NY"
"284 3 AVENUE , New York NY"
"1704 ST JOHNS PLACE , New York NY"
"378 FLUSHING AVENUE , New York NY"
"4512 16 AVENUE , New York NY"
"429 PUTNAM AVENUE , New York NY"
"256 WINTHROP STREET , New York NY"
"25 CARROLL STREET , New York NY"
"856 GREENE AVENUE , New York NY"
"948 MYRTLE AVENUE , New York NY"
"2848 WEST 15 STREET , New York NY"
"1387 EAST 37 STREET , New York NY"
"548 PACIFIC STREET , New York NY"
"1114 ATLANTIC AVENUE , New York NY"
"640 PARKSIDE AVENUE , New York NY"
"445 BLAKE AVENUE , New York NY"
"838 QUINCY STREET , New York NY"
"365 FOUNTAIN AVENUE , New York NY"
"77 CLARKSON AVENUE , New York NY"
"333 EAST 92 STREET , New York NY"
"181 18 STREET , New York NY"
"385 FOUNTAIN AVENUE , New York NY"
"150 KENT STREET , New York NY"
"77 KINGSLAND AVENUE , New York NY"
"289 DEVOE STREET , New York NY"
"221 FRANKLIN AVENUE , New York NY"
"3045 WEST 29 STREET , New York NY"
"1322 PROSPECT PLACE , New York NY"
"131 22 STREET , New York NY"
"27 PROSPECT PARK WEST , New York NY"
"375 GROVE STREET , New York NY"
"322 MENAHAN STREET , New York NY"
"1308 LINCOLN PLACE , New York NY"
"1314 LINCOLN PLACE , New York NY"
"470 WAVERLY AVENUE , New York NY"
"4416 2 AVENUE , New York NY"
"350 EAST 19 STREET , New York NY"
"423 5 AVENUE , New York NY"
"1382 NOSTRAND AVENUE , New York NY"
"238 ADELPHI STREET , New York NY"
"756 MARCY AVENUE , New York NY"
"369 14 STREET , New York NY"
"925 MANHATTAN AVENUE , New York NY"
"119 5 AVENUE , New York NY"
"199 HUMBOLDT STREET , New York NY"
"1054 BEDFORD AVENUE , New York NY"
"177 WILSON AVENUE , New York NY"
"51 JUNIUS STREET , New York NY"
"62 NORTH 9 STREET , New York NY"
"225 CARROLL STREET , New York NY"
"947 57 STREET , New York NY"
"571 LAFAYETTE AVENUE , New York NY"
"49 ROCHESTER AVENUE , New York NY"
"1717 EAST 18 STREET , New York NY"
"2863 ATLANTIC AVENUE , New York NY"
"1052 GREENE AVENUE , New York NY"
"555 16 STREET , New York NY"
"553 16 STREET , New York NY"
"63 DEAN STREET , New York NY"
"443 39 STREET , New York NY"
"89 PROSPECT PLACE , New York NY"
"401 STATE STREET , New York NY"
"186 JORALEMON STREET , New York NY"
"90 TOMPKINS AVENUE , New York NY"
"560 ROGERS AVENUE , New York NY"
"372 DEKALB AVENUE , New York NY"
"88 TOMPKINS AVENUE , New York NY"
"699 PROSPECT PLACE , New York NY"
"2726 ATLANTIC AVENUE , New York NY"
"701 PROSPECT PLACE , New York NY"
"703 PROSPECT PLACE , New York NY"
"705 PROSPECT PLACE , New York NY"
"1415 BEDFORD AVENUE , New York NY"
"136 MARSHALL STREET , New York NY"
"10513 GLENWOOD ROAD , New York NY"
"711 MONTAUK COURT , New York NY"
"10603 GLENWOOD ROAD , New York NY"
"10717 GLENWOOD ROAD , New York NY"
"651 EAST 108 STREET , New York NY"
"181 MONROE STREET , New York NY"
"40 HEYWARD STREET , New York NY"
"849 MANHATTAN AVENUE , New York NY"
"851 MANHATTAN AVENUE , New York NY"
"853 MANHATTAN AVENUE , New York NY"
"410 MIDWOOD STREET , New York NY"
"968 WILLIAMS AVENUE , New York NY"
"902 WILLIAMS AVENUE , New York NY"
"60 92 STREET , New York NY"
"10307 FLATLANDS AVENUE , New York NY"
"758 EAST 105 STREET , New York NY"
"757 EAST 105 STREET , New York NY"
"10603 FLATLANDS AVENUE , New York NY"
"10711 FLATLANDS AVENUE , New York NY"
"523 PARK AVENUE , New York NY"
"10312 GLENWOOD ROAD , New York NY"
"350 LINCOLN PLACE , New York NY"
"29 SPENCER PLACE , New York NY"
"338 LINCOLN PLACE , New York NY"
"83 STOCKHOLM STREET , New York NY"
"74 ELDERT LANE , New York NY"
"834 HERKIMER STREET , New York NY"
"709 STERLING PLACE , New York NY"
"847 MADISON STREET , New York NY"
"378 HUMBOLDT STREET , New York NY"
"415 BEVERLY ROAD , New York NY"
"4102 8 AVENUE , New York NY"
"363 NEPTUNE AVENUE , New York NY"
"1131 WILLOUGHBY AVENUE , New York NY"
"345 FOUNTAIN AVENUE , New York NY"
"9720 KINGS HIGHWAY , New York NY"
"305 LIVONIA AVENUE , New York NY"
"766 52 STREET , New York NY"
"315 LIVONIA AVENUE , New York NY"
"1200 SUTTER AVENUE , New York NY"
"731 FRANKLIN AVENUE , New York NY"
"100 RALPH AVENUE , New York NY"
"2685 HOMECREST AVENUE , New York NY"
"758 59 STREET , New York NY"
"1178 GREENE AVENUE , New York NY"
"800 CORTELYOU ROAD , New York NY"
"209 CLINTON AVENUE , New York NY"
"123 PULASKI STREET , New York NY"
"171 DEVOE STREET , New York NY"
"158 NEWTON STREET , New York NY"
"739 PARK AVENUE , New York NY"
"218 PARK PLACE , New York NY"
"220 PARK PLACE , New York NY"
"1711 CONEY ISLAND AVENUE , New York NY"
"35 EAST 94 STREET , New York NY"
"702 44 STREET , New York NY"
"12 LAWTON STREET , New York NY"
"70 PIERREPONT STREET , New York NY"
"449 LIBERTY AVENUE , New York NY"
"5301 8 AVENUE , New York NY"
"823 52 STREET , New York NY"
"257 BERRY STREET , New York NY"
"305 23 STREET , New York NY"
"1507 NEW YORK AVENUE , New York NY"
"1509 NEW YORK AVENUE , New York NY"
"161 STARR STREET , New York NY"
"4400 2 AVENUE , New York NY"
"448 EAST 22 STREET , New York NY"
"454 EAST 22 STREET , New York NY"
"2 ABERDEEN STREET , New York NY"
"34 PLAZA STREET EAST , New York NY"
"684 MADISON STREET , New York NY"
"7819 15 AVENUE , New York NY"
"7817 15 AVENUE , New York NY"
"7813 15 AVENUE , New York NY"
"909 58 STREET , New York NY"
"274 GARFIELD PLACE , New York NY"
"343 RALPH AVENUE , New York NY"
"807 WASHINGTON AVENUE , New York NY"
"1030 WILLMOHR STREET , New York NY"
"143 GUERNSEY STREET , New York NY"
"102 SOMERS STREET , New York NY"
"69 ADAMS STREET , New York NY"
"2294 NOSTRAND AVENUE , New York NY"
"7 HEGEMAN AVENUE , New York NY"
"2164 CATON AVENUE , New York NY"
"2160 CATON AVENUE , New York NY"
"274 22 STREET , New York NY"
"316 SUMPTER STREET , New York NY"
"1719 67 STREET , New York NY"
"101 SOUTH OXFORD STREET , New York NY"
"99 SOUTH OXFORD STREET , New York NY"
"682 WILLOUGHBY AVENUE , New York NY"
"930 53 STREET , New York NY"
"226 WITHERS STREET , New York NY"
"138 HOPKINSON AVENUE , New York NY"
"9949 3 AVENUE , New York NY"
"350 GATES AVENUE , New York NY"
"25 LEGION STREET , New York NY"
"243 GRAND STREET , New York NY"
"342 CHAUNCEY STREET , New York NY"
"615 49 STREET , New York NY"
"535 OCEAN PARKWAY , New York NY"
"1499A NOSTRAND AVENUE , New York NY"
"176 NORTH 6 STREET , New York NY"
"782 MYRTLE AVENUE , New York NY"
"182 4 AVENUE , New York NY"
"387 JEFFERSON AVENUE , New York NY"
"319 ELMWOOD AVENUE , New York NY"
"218 KEAP STREET , New York NY"
"6014 11 AVENUE , New York NY"
"340 CHAUNCEY STREET , New York NY"
"1681 44 STREET , New York NY"
"31 TROUTMAN STREET , New York NY"
"433 CLINTON STREET , New York NY"
"33 TROUTMAN STREET , New York NY"
"184 VARET STREET , New York NY"
"186 VARET STREET , New York NY"
"102 GELSTON AVENUE , New York NY"
"83 EAGLE STREET , New York NY"
"275 RUTLEDGE STREET , New York NY"
"909 ATLANTIC AVENUE , New York NY"
"1249 DEKALB AVENUE , New York NY"
"962 57 STREET , New York NY"
"425 ROGERS AVENUE , New York NY"
"130 GRAHAM AVENUE , New York NY"
"223 SPENCER STREET , New York NY"
"219 SOUTH 3 STREET , New York NY"
"845 HOWARD AVENUE , New York NY"
"3929 NEW UTRECHT AVENUE , New York NY"
"2837 WEST 15 STREET , New York NY"
"417 15 STREET , New York NY"
"673 56 STREET , New York NY"
"154 NORMAN AVENUE , New York NY"
"1151 SUTTER AVENUE , New York NY"
"9425 SHORE ROAD , New York NY"
"263 SOUTH 5 STREET , New York NY"
"650 50 STREET , New York NY"
"940 55 STREET , New York NY"
"463 LIVONIA AVENUE , New York NY"
"1257 ROGERS AVENUE , New York NY"
"509 COURT STREET , New York NY"
"303 6 STREET , New York NY"
"315 6 STREET , New York NY"
"1390 PUTNAM AVENUE , New York NY"
"897 GRAND STREET , New York NY"
"340 WYTHE AVENUE , New York NY"
"1592 FULTON STREET , New York NY"
"3075 BRIGHTON 14 STREET , New York NY"
"220 6 AVENUE , New York NY"
"528 5 AVENUE , New York NY"
"15 OLIVER STREET , New York NY"
"2626 KINGS HIGHWAY , New York NY"
"184 HURON STREET , New York NY"
"10 SCHERMERHORN STREET , New York NY"
"225 CARROLL STREET , New York NY"
"105 WINTHROP STREET , New York NY"
"200 WINTHROP STREET , New York NY"
"32 COURT STREET , New York NY"
"848 QUINCY STREET , New York NY"
"202 NORTH 8 STREET , New York NY"
"726 GRAND STREET , New York NY"
"675 GRAND STREET , New York NY"
"1153 40 STREET , New York NY"
"4114 9 AVENUE , New York NY"
"481 EAST 21 STREET , New York NY"
"1065 VERMONT STREET , New York NY"
"268 WILLIAMS AVENUE , New York NY"
"272 WILLIAMS AVENUE , New York NY"
"303 SUMPTER STREET , New York NY"
"305 SUMPTER STREET , New York NY"
"202 CONOVER STREET , New York NY"
"413 SOUTH 5 STREET , New York NY"
"753 54 STREET , New York NY"
"70 PENNSYLVANIA AVENUE , New York NY"
"11 MC KEEVER PLACE , New York NY"
"1700 BEDFORD AVENUE , New York NY"
"77 SULLIVAN PLACE , New York NY"
"1701 PITKIN AVENUE , New York NY"
"5106 4 AVENUE , New York NY"
"91 WEST STREET , New York NY"
"652 KENT AVENUE , New York NY"
"57 JEWEL STREET , New York NY"
"856 CARROLL STREET , New York NY"
"537 HERZL STREET , New York NY"
"401 HICKS STREET , New York NY"
"852 FULTON STREET , New York NY"
"333 TOMPKINS AVENUE , New York NY"
"357 CLERMONT AVENUE , New York NY"
"10 MONTAGUE TERRACE , New York NY"
"121 DIKEMAN STREET , New York NY"
"334 SOUTH 3 STREET , New York NY"
"37 BLUE SLIP , New York NY"
"4100 1 AVENUE , New York NY"
"611 EAST 17 STREET , New York NY"
"619 EAST 17 STREET , New York NY"
"262 55 STREET , New York NY"
"52 MASPETH AVENUE , New York NY"
"33 PULASKI STREET , New York NY"
"63 FLUSHING AVENUE , New York NY"
"755 OCEAN AVENUE , New York NY"
"107 COLUMBIA HEIGHTS , New York NY"
"8314 4 AVENUE , New York NY"
"1818 NEWKIRK AVENUE , New York NY"
"2035 58 STREET , New York NY"
"129 COLUMBIA HEIGHTS , New York NY"
"185 BROADWAY , New York NY"
